timestamp,type,severity,message,estimated_saving_kwh,condition
2008-01-01 21:00:00,Peak_Shift,Medium,High consumption 2.70kW at 21.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.541,hour=21 & kW>2.38
2008-01-02 04:00:00,Night_Idle_Waste,Low,"Idle consumption 0.87kW at 4h. Check standby: router, fridge, Sub_metering_3.",0.569,hour in 1-5 & kW>0.8
2008-01-02 19:00:00,Peak_Shift,Medium,High consumption 1.69kW at 19.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.337,hour=19 & kW>1.37
2008-01-02 21:00:00,Peak_Shift,Medium,High consumption 1.53kW at 21.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.305,hour=21 & kW>1.24
2008-01-03 02:00:00,Night_Idle_Waste,Low,"Idle consumption 1.13kW at 2h. Check standby: router, fridge, Sub_metering_3.",0.825,hour in 1-5 & kW>0.8
2008-01-03 18:00:00,Peak_Shift,Medium,High consumption 2.38kW at 18.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.477,hour=18 & kW>1.36
2008-01-03 19:00:00,Peak_Shift,Medium,High consumption 2.26kW at 19.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.451,hour=19 & kW>1.38
2008-01-03 20:00:00,Peak_Shift,Medium,High consumption 2.57kW at 20.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.513,hour=20 & kW>1.45
2008-01-04 18:00:00,Peak_Shift,Medium,High consumption 1.87kW at 18.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.374,hour=18 & kW>1.81
2008-01-04 20:00:00,Peak_Shift,Medium,High consumption 2.79kW at 20.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.559,hour=20 & kW>1.79
2008-01-04 21:00:00,Peak_Shift,Medium,High consumption 2.09kW at 21.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.419,hour=21 & kW>1.84
2008-01-05 18:00:00,Peak_Shift,High,High consumption 3.62kW at 18.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.724,hour=18 & kW>1.71
2008-01-05 19:00:00,Peak_Shift,High,High consumption 3.13kW at 19.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.627,hour=19 & kW>1.78
2008-01-05 20:00:00,Peak_Shift,Medium,High consumption 2.99kW at 20.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.597,hour=20 & kW>1.79
2008-01-06 01:00:00,Night_Idle_Waste,Low,"Idle consumption 0.82kW at 1h. Check standby: router, fridge, Sub_metering_3.",0.516,hour in 1-5 & kW>0.8
2008-01-06 18:00:00,Peak_Shift,Medium,High consumption 2.37kW at 18.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.474,hour=18 & kW>1.56
2008-01-06 19:00:00,Peak_Shift,High,High consumption 3.63kW at 19.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.726,hour=19 & kW>1.58
2008-01-06 20:00:00,Peak_Shift,High,High consumption 3.20kW at 20.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.64,hour=20 & kW>1.60
2008-01-06 21:00:00,Peak_Shift,Medium,High consumption 2.38kW at 21.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.476,hour=21 & kW>1.63
2008-01-07 19:00:00,Peak_Shift,Medium,High consumption 1.96kW at 19.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.391,hour=19 & kW>1.31
2008-01-07 20:00:00,Peak_Shift,High,High consumption 3.40kW at 20.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.68,hour=20 & kW>1.32
2008-01-07 21:00:00,Peak_Shift,Medium,High consumption 2.34kW at 21.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.468,hour=21 & kW>1.32
2008-01-08 19:00:00,Peak_Shift,Medium,High consumption 1.86kW at 19.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.372,hour=19 & kW>1.73
2008-01-08 20:00:00,Peak_Shift,Medium,High consumption 2.12kW at 20.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.424,hour=20 & kW>1.67
2008-01-08 21:00:00,Peak_Shift,High,High consumption 4.20kW at 21.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.84,hour=21 & kW>1.76
2008-01-09 05:00:00,Night_Idle_Waste,Low,"Idle consumption 0.82kW at 5h. Check standby: router, fridge, Sub_metering_3.",0.516,hour in 1-5 & kW>0.8
2008-01-09 18:00:00,Peak_Shift,Medium,High consumption 1.85kW at 18.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.371,hour=18 & kW>1.47
2008-01-09 19:00:00,Peak_Shift,Medium,High consumption 2.41kW at 19.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.482,hour=19 & kW>1.50
2008-01-09 20:00:00,Peak_Shift,Medium,High consumption 2.77kW at 20.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.554,hour=20 & kW>1.53
2008-01-09 21:00:00,Peak_Shift,High,High consumption 3.14kW at 21.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.628,hour=21 & kW>1.48
2008-01-10 05:00:00,Night_Idle_Waste,Low,"Idle consumption 0.98kW at 5h. Check standby: router, fridge, Sub_metering_3.",0.678,hour in 1-5 & kW>0.8
2008-01-10 19:00:00,Peak_Shift,Medium,High consumption 2.42kW at 19.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.483,hour=19 & kW>1.61
2008-01-10 20:00:00,Peak_Shift,High,High consumption 3.28kW at 20.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.657,hour=20 & kW>1.63
2008-01-10 21:00:00,Peak_Shift,Medium,High consumption 2.96kW at 21.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.591,hour=21 & kW>1.62
2008-01-11 04:00:00,Night_Idle_Waste,Low,"Idle consumption 1.02kW at 4h. Check standby: router, fridge, Sub_metering_3.",0.725,hour in 1-5 & kW>0.8
2008-01-11 20:00:00,Peak_Shift,Medium,High consumption 1.77kW at 20.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.353,hour=20 & kW>1.31
2008-01-12 18:00:00,Peak_Shift,High,High consumption 5.20kW at 18.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,1.039,hour=18 & kW>1.93
2008-01-12 19:00:00,Peak_Shift,High,High consumption 3.66kW at 19.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.733,hour=19 & kW>2.04
2008-01-12 20:00:00,Peak_Shift,High,High consumption 3.44kW at 20.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.687,hour=20 & kW>2.12
2008-01-12 21:00:00,Peak_Shift,High,High consumption 3.22kW at 21.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.643,hour=21 & kW>2.21
2008-01-13 01:00:00,Night_Idle_Waste,Low,"Idle consumption 3.75kW at 1h. Check standby: router, fridge, Sub_metering_3.",3.447,hour in 1-5 & kW>0.8
2008-01-13 02:00:00,Night_Idle_Waste,Low,"Idle consumption 3.13kW at 2h. Check standby: router, fridge, Sub_metering_3.",2.827,hour in 1-5 & kW>0.8
2008-01-13 03:00:00,Night_Idle_Waste,Low,"Idle consumption 2.44kW at 3h. Check standby: router, fridge, Sub_metering_3.",2.144,hour in 1-5 & kW>0.8
2008-01-13 04:00:00,Night_Idle_Waste,Low,"Idle consumption 2.06kW at 4h. Check standby: router, fridge, Sub_metering_3.",1.756,hour in 1-5 & kW>0.8
2008-01-13 05:00:00,Night_Idle_Waste,Low,"Idle consumption 1.35kW at 5h. Check standby: router, fridge, Sub_metering_3.",1.05,hour in 1-5 & kW>0.8
2008-01-13 18:00:00,Peak_Shift,High,High consumption 4.12kW at 18.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.824,hour=18 & kW>2.86
2008-01-13 19:00:00,Peak_Shift,High,High consumption 3.80kW at 19.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.761,hour=19 & kW>2.86
2008-01-13 20:00:00,Peak_Shift,Medium,High consumption 2.92kW at 20.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.584,hour=20 & kW>2.84
2008-01-14 19:00:00,Peak_Shift,High,High consumption 3.01kW at 19.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.602,hour=19 & kW>1.40
2008-01-14 20:00:00,Peak_Shift,High,High consumption 5.14kW at 20.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,1.027,hour=20 & kW>1.52
2008-01-14 21:00:00,Peak_Shift,High,High consumption 4.75kW at 21.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.949,hour=21 & kW>1.64
2008-01-15 18:00:00,Peak_Shift,Medium,High consumption 2.62kW at 18.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.524,hour=18 & kW>2.50
2008-01-15 21:00:00,Peak_Shift,Medium,High consumption 2.53kW at 21.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.505,hour=21 & kW>2.15
2008-01-16 19:00:00,Peak_Shift,Medium,High consumption 1.99kW at 19.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.399,hour=19 & kW>1.77
2008-01-16 20:00:00,Peak_Shift,Medium,High consumption 2.51kW at 20.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.502,hour=20 & kW>1.81
2008-01-16 21:00:00,Peak_Shift,Medium,High consumption 2.99kW at 21.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.599,hour=21 & kW>1.84
2008-01-17 19:00:00,Peak_Shift,Medium,High consumption 2.22kW at 19.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.444,hour=19 & kW>1.44
2008-01-17 20:00:00,Peak_Shift,Medium,High consumption 2.77kW at 20.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.554,hour=20 & kW>1.45
2008-01-18 04:00:00,Night_Idle_Waste,Low,"Idle consumption 1.07kW at 4h. Check standby: router, fridge, Sub_metering_3.",0.771,hour in 1-5 & kW>0.8
2008-01-18 18:00:00,Peak_Shift,Medium,High consumption 2.48kW at 18.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.497,hour=18 & kW>1.68
2008-01-18 19:00:00,Peak_Shift,High,High consumption 3.54kW at 19.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.708,hour=19 & kW>1.75
2008-01-18 20:00:00,Peak_Shift,Medium,High consumption 1.87kW at 20.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.374,hour=20 & kW>1.70
2008-01-18 21:00:00,Peak_Shift,Medium,High consumption 1.87kW at 21.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.374,hour=21 & kW>1.73
2008-01-19 18:00:00,Peak_Shift,Medium,High consumption 2.58kW at 18.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.516,hour=18 & kW>1.75
2008-01-19 19:00:00,Peak_Shift,Medium,High consumption 2.87kW at 19.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.574,hour=19 & kW>1.72
2008-01-19 20:00:00,Peak_Shift,Medium,High consumption 2.63kW at 20.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.526,hour=20 & kW>1.76
2008-01-20 05:00:00,Night_Idle_Waste,Low,"Idle consumption 0.89kW at 5h. Check standby: router, fridge, Sub_metering_3.",0.586,hour in 1-5 & kW>0.8
2008-01-20 18:00:00,Peak_Shift,Medium,High consumption 2.62kW at 18.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.524,hour=18 & kW>1.40
2008-01-20 19:00:00,Peak_Shift,Medium,High consumption 2.28kW at 19.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.456,hour=19 & kW>1.37
2008-01-20 20:00:00,Peak_Shift,High,High consumption 3.10kW at 20.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.62,hour=20 & kW>1.40
2008-01-20 21:00:00,Peak_Shift,Medium,High consumption 2.18kW at 21.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.437,hour=21 & kW>1.44
2008-01-21 03:00:00,Night_Idle_Waste,Low,"Idle consumption 0.97kW at 3h. Check standby: router, fridge, Sub_metering_3.",0.665,hour in 1-5 & kW>0.8
2008-01-21 19:00:00,Peak_Shift,Medium,High consumption 2.44kW at 19.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.488,hour=19 & kW>1.50
2008-01-21 20:00:00,Peak_Shift,Medium,High consumption 2.77kW at 20.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.554,hour=20 & kW>1.48
2008-01-21 21:00:00,Peak_Shift,High,High consumption 3.24kW at 21.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.648,hour=21 & kW>1.54
2008-01-22 05:00:00,Night_Idle_Waste,Low,"Idle consumption 1.11kW at 5h. Check standby: router, fridge, Sub_metering_3.",0.808,hour in 1-5 & kW>0.8
2008-01-22 20:00:00,Peak_Shift,High,High consumption 3.62kW at 20.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.723,hour=20 & kW>1.89
2008-01-22 21:00:00,Peak_Shift,High,High consumption 4.33kW at 21.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.866,hour=21 & kW>1.94
2008-01-23 19:00:00,Peak_Shift,Medium,High consumption 1.99kW at 19.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.397,hour=19 & kW>1.81
2008-01-23 20:00:00,Peak_Shift,Medium,High consumption 2.16kW at 20.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.433,hour=20 & kW>1.73
2008-01-23 21:00:00,Peak_Shift,Medium,High consumption 2.26kW at 21.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.451,hour=21 & kW>1.63
2008-01-24 05:00:00,Night_Idle_Waste,Low,"Idle consumption 0.82kW at 5h. Check standby: router, fridge, Sub_metering_3.",0.523,hour in 1-5 & kW>0.8
2008-01-24 18:00:00,Peak_Shift,Medium,High consumption 2.80kW at 18.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.559,hour=18 & kW>1.18
2008-01-24 19:00:00,Peak_Shift,Medium,High consumption 2.30kW at 19.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.459,hour=19 & kW>1.20
2008-01-24 20:00:00,Peak_Shift,High,High consumption 3.53kW at 20.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.706,hour=20 & kW>1.27
2008-01-24 21:00:00,Peak_Shift,Medium,High consumption 2.29kW at 21.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.459,hour=21 & kW>1.27
2008-01-25 01:00:00,Night_Idle_Waste,Low,"Idle consumption 1.24kW at 1h. Check standby: router, fridge, Sub_metering_3.",0.943,hour in 1-5 & kW>0.8
2008-01-25 04:00:00,Night_Idle_Waste,Low,"Idle consumption 1.03kW at 4h. Check standby: router, fridge, Sub_metering_3.",0.733,hour in 1-5 & kW>0.8
2008-01-25 19:00:00,Peak_Shift,Medium,High consumption 2.49kW at 19.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.498,hour=19 & kW>1.91
2008-01-25 20:00:00,Peak_Shift,Medium,High consumption 2.06kW at 20.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.412,hour=20 & kW>1.84
2008-01-26 18:00:00,Peak_Shift,High,High consumption 3.76kW at 18.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.753,hour=18 & kW>1.86
2008-01-26 19:00:00,Peak_Shift,High,High consumption 6.01kW at 19.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,1.203,hour=19 & kW>2.04
2008-01-26 20:00:00,Peak_Shift,High,High consumption 4.45kW at 20.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.891,hour=20 & kW>2.16
2008-01-26 21:00:00,Peak_Shift,High,High consumption 3.35kW at 21.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.671,hour=21 & kW>2.23
2008-01-27 01:00:00,Night_Idle_Waste,Low,"Idle consumption 0.83kW at 1h. Check standby: router, fridge, Sub_metering_3.",0.533,hour in 1-5 & kW>0.8
2008-01-27 18:00:00,Peak_Shift,High,High consumption 3.53kW at 18.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.706,hour=18 & kW>2.27
2008-01-27 19:00:00,Peak_Shift,High,High consumption 4.75kW at 19.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.951,hour=19 & kW>2.20
2008-01-27 20:00:00,Peak_Shift,High,High consumption 3.85kW at 20.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.77,hour=20 & kW>2.17
2008-01-27 21:00:00,Peak_Shift,High,High consumption 3.47kW at 21.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.694,hour=21 & kW>2.18
2008-01-28 01:00:00,Night_Idle_Waste,Low,"Idle consumption 0.95kW at 1h. Check standby: router, fridge, Sub_metering_3.",0.651,hour in 1-5 & kW>0.8
2008-01-28 02:00:00,Night_Idle_Waste,Low,"Idle consumption 0.95kW at 2h. Check standby: router, fridge, Sub_metering_3.",0.651,hour in 1-5 & kW>0.8
2008-01-28 03:00:00,Night_Idle_Waste,Low,"Idle consumption 0.89kW at 3h. Check standby: router, fridge, Sub_metering_3.",0.589,hour in 1-5 & kW>0.8
2008-01-28 19:00:00,Peak_Shift,Medium,High consumption 2.54kW at 19.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.509,hour=19 & kW>1.95
2008-01-28 20:00:00,Peak_Shift,Medium,High consumption 2.85kW at 20.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.57,hour=20 & kW>1.90
2008-01-28 21:00:00,Peak_Shift,Medium,High consumption 1.87kW at 21.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.374,hour=21 & kW>1.82
2008-01-29 01:00:00,Night_Idle_Waste,Low,"Idle consumption 0.96kW at 1h. Check standby: router, fridge, Sub_metering_3.",0.658,hour in 1-5 & kW>0.8
2008-01-29 02:00:00,Night_Idle_Waste,Low,"Idle consumption 1.01kW at 2h. Check standby: router, fridge, Sub_metering_3.",0.708,hour in 1-5 & kW>0.8
2008-01-29 05:00:00,Night_Idle_Waste,Low,"Idle consumption 1.78kW at 5h. Check standby: router, fridge, Sub_metering_3.",1.481,hour in 1-5 & kW>0.8
2008-01-29 21:00:00,Peak_Shift,Medium,High consumption 2.72kW at 21.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.544,hour=21 & kW>2.23
2008-01-30 01:00:00,Night_Idle_Waste,Low,"Idle consumption 1.18kW at 1h. Check standby: router, fridge, Sub_metering_3.",0.876,hour in 1-5 & kW>0.8
2008-01-30 02:00:00,Night_Idle_Waste,Low,"Idle consumption 2.70kW at 2h. Check standby: router, fridge, Sub_metering_3.",2.405,hour in 1-5 & kW>0.8
2008-01-30 03:00:00,Night_Idle_Waste,Low,"Idle consumption 1.13kW at 3h. Check standby: router, fridge, Sub_metering_3.",0.826,hour in 1-5 & kW>0.8
2008-01-30 18:00:00,Peak_Shift,Medium,High consumption 1.71kW at 18.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.342,hour=18 & kW>1.62
2008-01-30 19:00:00,Peak_Shift,Medium,High consumption 2.56kW at 19.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.512,hour=19 & kW>1.67
2008-01-31 18:00:00,Peak_Shift,Medium,High consumption 2.02kW at 18.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.404,hour=18 & kW>1.13
2008-01-31 19:00:00,Peak_Shift,Medium,High consumption 1.87kW at 19.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.374,hour=19 & kW>1.10
2008-01-31 20:00:00,Peak_Shift,High,High consumption 3.81kW at 20.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.761,hour=20 & kW>1.27
2008-01-31 21:00:00,Peak_Shift,High,High consumption 3.93kW at 21.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.786,hour=21 & kW>1.44
2008-02-01 01:00:00,Night_Idle_Waste,Low,"Idle consumption 1.02kW at 1h. Check standby: router, fridge, Sub_metering_3.",0.722,hour in 1-5 & kW>0.8
2008-02-02 01:00:00,Night_Idle_Waste,Low,"Idle consumption 0.83kW at 1h. Check standby: router, fridge, Sub_metering_3.",0.533,hour in 1-5 & kW>0.8
2008-02-02 18:00:00,Peak_Shift,Medium,High consumption 2.79kW at 18.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.557,hour=18 & kW>1.60
2008-02-02 19:00:00,Peak_Shift,High,High consumption 6.50kW at 19.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,1.299,hour=19 & kW>1.87
2008-02-02 20:00:00,Peak_Shift,High,High consumption 4.69kW at 20.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.938,hour=20 & kW>2.09
2008-02-02 21:00:00,Peak_Shift,High,High consumption 3.39kW at 21.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.678,hour=21 & kW>2.21
2008-02-03 01:00:00,Night_Idle_Waste,Low,"Idle consumption 1.76kW at 1h. Check standby: router, fridge, Sub_metering_3.",1.462,hour in 1-5 & kW>0.8
2008-02-03 02:00:00,Night_Idle_Waste,Low,"Idle consumption 1.59kW at 2h. Check standby: router, fridge, Sub_metering_3.",1.294,hour in 1-5 & kW>0.8
2008-02-03 19:00:00,Peak_Shift,Medium,High consumption 2.54kW at 19.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.507,hour=19 & kW>2.15
2008-02-03 20:00:00,Peak_Shift,Medium,High consumption 2.98kW at 20.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.596,hour=20 & kW>2.06
2008-02-03 21:00:00,Peak_Shift,High,High consumption 3.21kW at 21.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.641,hour=21 & kW>2.05
2008-02-04 04:00:00,Night_Idle_Waste,Low,"Idle consumption 0.83kW at 4h. Check standby: router, fridge, Sub_metering_3.",0.532,hour in 1-5 & kW>0.8
2008-02-04 19:00:00,Peak_Shift,Medium,High consumption 2.73kW at 19.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.545,hour=19 & kW>1.46
2008-02-04 20:00:00,Peak_Shift,Medium,High consumption 2.13kW at 20.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.425,hour=20 & kW>1.41
2008-02-04 21:00:00,Peak_Shift,Medium,High consumption 2.57kW at 21.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.515,hour=21 & kW>1.38
2008-02-05 18:00:00,Peak_Shift,Medium,High consumption 2.90kW at 18.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.579,hour=18 & kW>1.95
2008-02-05 19:00:00,Peak_Shift,Medium,High consumption 2.91kW at 19.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.582,hour=19 & kW>1.96
2008-02-05 20:00:00,Peak_Shift,High,High consumption 3.82kW at 20.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.764,hour=20 & kW>2.04
2008-02-05 21:00:00,Peak_Shift,Medium,High consumption 2.16kW at 21.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.432,hour=21 & kW>2.02
2008-02-06 19:00:00,Peak_Shift,Medium,High consumption 2.71kW at 19.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.543,hour=19 & kW>1.32
2008-02-06 20:00:00,Peak_Shift,High,High consumption 3.62kW at 20.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.723,hour=20 & kW>1.31
2008-02-06 21:00:00,Peak_Shift,High,High consumption 3.45kW at 21.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.691,hour=21 & kW>1.38
2008-02-07 19:00:00,Peak_Shift,Medium,High consumption 1.51kW at 19.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.302,hour=19 & kW>1.27
2008-02-07 20:00:00,Peak_Shift,High,High consumption 3.49kW at 20.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.697,hour=20 & kW>1.26
2008-02-07 21:00:00,Peak_Shift,Medium,High consumption 2.99kW at 21.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.598,hour=21 & kW>1.24
2008-02-09 19:00:00,Peak_Shift,Medium,High consumption 2.00kW at 19.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.4,hour=19 & kW>1.57
2008-02-09 20:00:00,Peak_Shift,High,High consumption 3.92kW at 20.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.784,hour=20 & kW>1.71
2008-02-09 21:00:00,Peak_Shift,High,High consumption 3.88kW at 21.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.775,hour=21 & kW>1.84
2008-02-10 04:00:00,Night_Idle_Waste,Low,"Idle consumption 0.80kW at 4h. Check standby: router, fridge, Sub_metering_3.",0.504,hour in 1-5 & kW>0.8
2008-02-10 18:00:00,Peak_Shift,High,High consumption 3.97kW at 18.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.793,hour=18 & kW>1.75
2008-02-10 19:00:00,Peak_Shift,High,High consumption 4.24kW at 19.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.849,hour=19 & kW>1.86
2008-02-10 20:00:00,Peak_Shift,High,High consumption 3.93kW at 20.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.786,hour=20 & kW>1.86
2008-02-10 21:00:00,Peak_Shift,Medium,High consumption 2.48kW at 21.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.496,hour=21 & kW>1.79
2008-02-11 18:00:00,Peak_Shift,Medium,High consumption 2.00kW at 18.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.4,hour=18 & kW>1.61
2008-02-11 19:00:00,Peak_Shift,High,High consumption 3.09kW at 19.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.618,hour=19 & kW>1.55
2008-02-11 20:00:00,Peak_Shift,High,High consumption 3.06kW at 20.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.612,hour=20 & kW>1.51
2008-02-11 21:00:00,Peak_Shift,Medium,High consumption 2.33kW at 21.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.466,hour=21 & kW>1.50
2008-02-12 03:00:00,Night_Idle_Waste,Low,"Idle consumption 0.93kW at 3h. Check standby: router, fridge, Sub_metering_3.",0.631,hour in 1-5 & kW>0.8
2008-02-12 21:00:00,Peak_Shift,Medium,High consumption 1.81kW at 21.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.363,hour=21 & kW>1.69
2008-02-13 18:00:00,Peak_Shift,Medium,High consumption 2.45kW at 18.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.49,hour=18 & kW>1.29
2008-02-13 19:00:00,Peak_Shift,High,High consumption 3.08kW at 19.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.617,hour=19 & kW>1.41
2008-02-13 20:00:00,Peak_Shift,Medium,High consumption 2.63kW at 20.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.525,hour=20 & kW>1.45
2008-02-13 21:00:00,Peak_Shift,High,High consumption 3.32kW at 21.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.663,hour=21 & kW>1.53
2008-02-14 19:00:00,Peak_Shift,Medium,High consumption 1.71kW at 19.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.341,hour=19 & kW>1.44
2008-02-14 20:00:00,Peak_Shift,Medium,High consumption 2.34kW at 20.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.468,hour=20 & kW>1.42
2008-02-14 21:00:00,Peak_Shift,Medium,High consumption 1.82kW at 21.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.365,hour=21 & kW>1.35
2008-02-15 21:00:00,Peak_Shift,High,High consumption 3.87kW at 21.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.773,hour=21 & kW>1.60
